"word{s-19494, h-50453}",in_s,in_h,prob_s,prob_h
utter,1,2,5.129783523135324e-05,3.964085386399223e-05
waste,1,7,5.129783523135324e-05,0.0001387429885239728
axis,1,1,5.129783523135324e-05,1.9820426931996114e-05
bank,3,15,0.0001538935056940597,0.00029730640397994173
hmmm,1,11,5.129783523135324e-05,0.00021802469625195728
hop,1,7,5.129783523135324e-05,0.0001387429885239728
muz,1,11,5.129783523135324e-05,0.00021802469625195728
discus,1,5,5.129783523135324e-05,9.910213465998058e-05
liao,1,37,5.129783523135324e-05,0.0007333557964838563
coming,1,50,5.129783523135324e-05,0.0009910213465998058
bloody,1,4,5.129783523135324e-05,7.928170772798445e-05
hell,1,7,5.129783523135324e-05,0.0001387429885239728
cant,5,62,0.0002564891761567662,0.001228866469783759
believe,3,18,0.0001538935056940597,0.0003567676847759301
surname,1,1,5.129783523135324e-05,1.9820426931996114e-05
mr,1,10,5.129783523135324e-05,0.00019820426931996116
ill,2,42,0.00010259567046270647,0.0008324579311438368
clue,1,1,5.129783523135324e-05,1.9820426931996114e-05
spanish,3,1,0.0001538935056940597,1.9820426931996114e-05
bath,1,11,5.129783523135324e-05,0.00021802469625195728
carlos,1,16,5.129783523135324e-05,0.0003171268309119378
mall,1,3,5.129783523135324e-05,5.946128079598835e-05
staying,1,9,5.129783523135324e-05,0.00017838384238796505
til,1,23,5.129783523135324e-05,0.00045586981943591064
~,1,1,5.129783523135324e-05,1.9820426931996114e-05
smoke,1,22,5.129783523135324e-05,0.00043604939250391456
worth,14,4,0.0007181696932389454,7.928170772798445e-05
doesnt,1,9,5.129783523135324e-05,0.00017838384238796505
log,8,7,0.0004103826818508259,0.0001387429885239728
spoke,1,6,5.129783523135324e-05,0.0001189225615919767
maneesha,1,3,5.129783523135324e-05,5.946128079598835e-05
v.,1,4,5.129783523135324e-05,7.928170772798445e-05
satisfied,1,3,5.129783523135324e-05,5.946128079598835e-05
experience,1,7,5.129783523135324e-05,0.0001387429885239728
toll,1,3,5.129783523135324e-05,5.946128079598835e-05
lifted,1,1,5.129783523135324e-05,1.9820426931996114e-05
offer,40,8,0.0020519134092541295,0.0001585634154559689
especially,1,9,5.129783523135324e-05,0.00017838384238796505
approach,1,1,5.129783523135324e-05,1.9820426931996114e-05
studying,1,9,5.129783523135324e-05,0.00017838384238796505
anyways,1,4,5.129783523135324e-05,7.928170772798445e-05
gr8,8,12,0.0004103826818508259,0.0002378451231839534
trust,1,9,5.129783523135324e-05,0.00017838384238796505
ok.,1,34,5.129783523135324e-05,0.0006738945156878679
guy,7,57,0.0003590848466194727,0.0011297643351237787
great.bye,1,1,5.129783523135324e-05,1.9820426931996114e-05
handsome,1,1,5.129783523135324e-05,1.9820426931996114e-05
finding,1,1,5.129783523135324e-05,1.9820426931996114e-05
working,1,29,5.129783523135324e-05,0.0005747923810278874
towards,1,7,5.129783523135324e-05,0.0001387429885239728
net,1,8,5.129783523135324e-05,0.0001585634154559689
mummy,1,4,5.129783523135324e-05,7.928170772798445e-05
boytoy,1,16,5.129783523135324e-05,0.0003171268309119378
awesome,1,19,5.129783523135324e-05,0.0003765881117079262
minute,13,39,0.000666871858007592,0.0007729966503478485
freephone,8,1,0.0004103826818508259,1.9820426931996114e-05
9am-11pm,4,1,0.00020519134092541295,1.9820426931996114e-05
xmas,16,12,0.0008207653637016518,0.0002378451231839534
radio,2,3,0.00010259567046270647,5.946128079598835e-05
jus,1,35,5.129783523135324e-05,0.000693714942619864
bathe,1,10,5.129783523135324e-05,0.00019820426931996116
si,1,20,5.129783523135324e-05,0.00039640853863992233
using,3,7,0.0001538935056940597,0.0001387429885239728
unique,2,3,0.00010259567046270647,5.946128079598835e-05
30th,1,1,5.129783523135324e-05,1.9820426931996114e-05
august,2,2,0.00010259567046270647,3.964085386399223e-05
www.areyouunique.co.uk,1,1,5.129783523135324e-05,1.9820426931996114e-05
joined,3,4,0.0001538935056940597,7.928170772798445e-05
league,1,1,5.129783523135324e-05,1.9820426931996114e-05
touch,2,16,0.00010259567046270647,0.0003171268309119378
deal,2,9,0.00010259567046270647,0.00017838384238796505
personal,3,4,0.0001538935056940597,7.928170772798445e-05
week.|,1,1,5.129783523135324e-05,1.9820426931996114e-05
finally,2,14,0.00010259567046270647,0.0002774859770479456
completed,1,2,5.129783523135324e-05,3.964085386399223e-05
course,1,14,5.129783523135324e-05,0.0002774859770479456
however,2,7,0.00010259567046270647,0.0001387429885239728
suggest,1,3,5.129783523135324e-05,5.946128079598835e-05
stay,4,22,0.00020519134092541295,0.00043604939250391456
able,1,26,5.129783523135324e-05,0.000515331100231899
or,1,1,5.129783523135324e-05,1.9820426931996114e-05
every,34,39,0.00174412639786601,0.0007729966503478485
stool,1,1,5.129783523135324e-05,1.9820426931996114e-05
settled,1,4,5.129783523135324e-05,7.928170772798445e-05
wishin,1,2,5.129783523135324e-05,3.964085386399223e-05
mrng,1,15,5.129783523135324e-05,0.00029730640397994173
hav,1,27,5.129783523135324e-05,0.0005351515271638951
story,2,20,0.00010259567046270647,0.00039640853863992233
hamster,1,2,5.129783523135324e-05,3.964085386399223e-05
dead,1,9,5.129783523135324e-05,0.00017838384238796505
tmr,1,28,5.129783523135324e-05,0.0005549719540958912
1pm,1,1,5.129783523135324e-05,1.9820426931996114e-05
orchard,1,11,5.129783523135324e-05,0.00021802469625195728
mrt,1,9,5.129783523135324e-05,0.00017838384238796505
kate,1,11,5.129783523135324e-05,0.00021802469625195728
evening,2,29,0.00010259567046270647,0.0005747923810278874
babyjontet,1,1,5.129783523135324e-05,1.9820426931996114e-05
found,2,16,0.00010259567046270647,0.0003171268309119378
enc,1,1,5.129783523135324e-05,1.9820426931996114e-05
buck,1,7,5.129783523135324e-05,0.0001387429885239728
darlin,1,15,5.129783523135324e-05,0.00029730640397994173
ive,1,9,5.129783523135324e-05,0.00017838384238796505
college,1,16,5.129783523135324e-05,0.0003171268309119378
refilled,1,2,5.129783523135324e-05,3.964085386399223e-05
successfully,1,3,5.129783523135324e-05,5.946128079598835e-05
inr,1,2,5.129783523135324e-05,3.964085386399223e-05
decimal,1,25,5.129783523135324e-05,0.0004955106732999029
keralacircle,1,2,5.129783523135324e-05,3.964085386399223e-05
prepaid,1,2,5.129783523135324e-05,3.964085386399223e-05
balance,3,4,0.0001538935056940597,7.928170772798445e-05
transaction,1,5,5.129783523135324e-05,9.910213465998058e-05
id,2,19,0.00010259567046270647,0.0003765881117079262
kr,1,2,5.129783523135324e-05,3.964085386399223e-05
goodmorning,1,15,5.129783523135324e-05,0.00029730640397994173
sleeping,1,20,5.129783523135324e-05,0.00039640853863992233
ga,1,1,5.129783523135324e-05,1.9820426931996114e-05
alter,1,1,5.129783523135324e-05,1.9820426931996114e-05
dat,1,42,5.129783523135324e-05,0.0008324579311438368
ericsson,1,2,5.129783523135324e-05,3.964085386399223e-05
oso,1,23,5.129783523135324e-05,0.00045586981943591064
oredi,1,15,5.129783523135324e-05,0.00029730640397994173
straight,3,4,0.0001538935056940597,7.928170772798445e-05
dogg,1,1,5.129783523135324e-05,1.9820426931996114e-05
connection,2,6,0.00010259567046270647,0.0001189225615919767
refund,1,1,5.129783523135324e-05,1.9820426931996114e-05
bill,4,9,0.00020519134092541295,0.00017838384238796505
shoot,1,4,5.129783523135324e-05,7.928170772798445e-05
big,3,35,0.0001538935056940597,0.000693714942619864
ready,7,35,0.0003590848466194727,0.000693714942619864
bruv,1,2,5.129783523135324e-05,3.964085386399223e-05
break,6,13,0.0003077870113881194,0.0002576655501159495
rewarding,1,2,5.129783523135324e-05,3.964085386399223e-05
semester,1,12,5.129783523135324e-05,0.0002378451231839534
study,1,11,5.129783523135324e-05,0.00021802469625195728
noe,1,20,5.129783523135324e-05,0.00039640853863992233
leh,1,30,5.129783523135324e-05,0.0005946128079598835
sound,3,25,0.0001538935056940597,0.0004955106732999029
heading,1,2,5.129783523135324e-05,3.964085386399223e-05
prediction,1,1,5.129783523135324e-05,1.9820426931996114e-05
slept,1,8,5.129783523135324e-05,0.0001585634154559689
past,1,7,5.129783523135324e-05,0.0001387429885239728
easy,14,18,0.0007181696932389454,0.0003567676847759301
sen,1,5,5.129783523135324e-05,9.910213465998058e-05
exam,1,16,5.129783523135324e-05,0.0003171268309119378
march,1,13,5.129783523135324e-05,0.0002576655501159495
atm,1,3,5.129783523135324e-05,5.946128079598835e-05
register,3,1,0.0001538935056940597,1.9820426931996114e-05
o,1,2,5.129783523135324e-05,3.964085386399223e-05
called,2,32,0.00010259567046270647,0.0006342536618238756
ubandu,1,1,5.129783523135324e-05,1.9820426931996114e-05
installing,1,2,5.129783523135324e-05,3.964085386399223e-05
disk,1,1,5.129783523135324e-05,1.9820426931996114e-05
important,13,14,0.000666871858007592,0.0002774859770479456
file,1,8,5.129783523135324e-05,0.0001585634154559689
system,1,7,5.129783523135324e-05,0.0001387429885239728
repair,1,3,5.129783523135324e-05,5.946128079598835e-05
shop,8,14,0.0004103826818508259,0.0002774859770479456
happen,1,20,5.129783523135324e-05,0.00039640853863992233
romantic,2,2,0.00010259567046270647,3.964085386399223e-05
nite,1,21,5.129783523135324e-05,0.0004162289655719184
scenery,1,1,5.129783523135324e-05,1.9820426931996114e-05
2004,3,1,0.0001538935056940597,1.9820426931996114e-05
collect,23,6,0.0011798502103211245,0.0001189225615919767
£1,3,1,0.0001538935056940597,1.9820426931996114e-05
www.4-tc.biz,3,1,0.0001538935056940597,1.9820426931996114e-05
2optout,4,1,0.00020519134092541295,1.9820426931996114e-05
087187262701.50gbp/mtmsg18,3,1,0.0001538935056940597,1.9820426931996114e-05
appreciate,1,7,5.129783523135324e-05,0.0001387429885239728
partner,5,2,0.0002564891761567662,3.964085386399223e-05
career,1,4,5.129783523135324e-05,7.928170772798445e-05
flyng,1,1,5.129783523135324e-05,1.9820426931996114e-05
start,11,36,0.0005642761875448856,0.0007135353695518602
horo,2,1,0.00010259567046270647,1.9820426931996114e-05
followed,3,2,0.0001538935056940597,3.964085386399223e-05
star,3,3,0.0001538935056940597,5.946128079598835e-05
sign,2,7,0.00010259567046270647,0.0001387429885239728
e.,2,1,0.00010259567046270647,1.9820426931996114e-05
g.,3,1,0.0001538935056940597,1.9820426931996114e-05
aries,1,1,5.129783523135324e-05,1.9820426931996114e-05
company,4,15,0.00020519134092541295,0.00029730640397994173
elama,1,1,5.129783523135324e-05,1.9820426931996114e-05
mudyadhu,1,1,5.129783523135324e-05,1.9820426931996114e-05
strict,1,1,5.129783523135324e-05,1.9820426931996114e-05
teacher,1,4,5.129783523135324e-05,7.928170772798445e-05
bcoz,1,12,5.129783523135324e-05,0.0002378451231839534
teach,1,10,5.129783523135324e-05,0.00019820426931996116
conduct,1,2,5.129783523135324e-05,3.964085386399223e-05
gandhipuram,1,1,5.129783523135324e-05,1.9820426931996114e-05
walk,2,20,0.00010259567046270647,0.00039640853863992233
cross,4,1,0.00020519134092541295,1.9820426931996114e-05
road,1,11,5.129783523135324e-05,0.00021802469625195728
side,1,13,5.129783523135324e-05,0.0002576655501159495
street,3,8,0.0001538935056940597,0.0001585634154559689
rubber,1,1,5.129783523135324e-05,1.9820426931996114e-05
battery,1,7,5.129783523135324e-05,0.0001387429885239728
died,2,5,0.00010259567046270647,9.910213465998058e-05
flirt,4,4,0.00020519134092541295,7.928170772798445e-05
10p,14,1,0.0007181696932389454,1.9820426931996114e-05
sam,3,3,0.0001538935056940597,5.946128079598835e-05
25,1,1,5.129783523135324e-05,1.9820426931996114e-05
-msg,1,1,5.129783523135324e-05,1.9820426931996114e-05
recd,4,1,0.00020519134092541295,1.9820426931996114e-05
thirtyeight,1,1,5.129783523135324e-05,1.9820426931996114e-05
penny,3,2,0.0001538935056940597,3.964085386399223e-05
printed,1,2,5.129783523135324e-05,3.964085386399223e-05
upstairs,1,2,5.129783523135324e-05,3.964085386399223e-05
closer,1,4,5.129783523135324e-05,7.928170772798445e-05
wil,1,19,5.129783523135324e-05,0.0003765881117079262
reach,6,26,0.0003077870113881194,0.000515331100231899
theory,1,4,5.129783523135324e-05,7.928170772798445e-05
argument,1,6,5.129783523135324e-05,0.0001189225615919767
loses,1,3,5.129783523135324e-05,5.946128079598835e-05
argue,1,4,5.129783523135324e-05,7.928170772798445e-05
kick,4,7,0.00020519134092541295,0.0001387429885239728
secret,10,7,0.0005129783523135324,0.0001387429885239728
admirer,10,1,0.0005129783523135324,1.9820426931996114e-05
u-find,8,1,0.0004103826818508259,1.9820426931996114e-05
reveal,12,1,0.0006155740227762388,1.9820426931996114e-05
special-call,8,1,0.0004103826818508259,1.9820426931996114e-05
tomarrow,1,3,5.129783523135324e-05,5.946128079598835e-05
hearing,1,1,5.129783523135324e-05,1.9820426931996114e-05
laptop,1,12,5.129783523135324e-05,0.0002378451231839534
case,1,14,5.129783523135324e-05,0.0002774859770479456
pleassssssseeeeee,1,1,5.129783523135324e-05,1.9820426931996114e-05
tel,2,14,0.00010259567046270647,0.0002774859770479456
avent,1,3,5.129783523135324e-05,5.946128079598835e-05
sportsx,1,1,5.129783523135324e-05,1.9820426931996114e-05
shining,1,2,5.129783523135324e-05,3.964085386399223e-05
meant,1,14,5.129783523135324e-05,0.0002774859770479456
signing,1,2,5.129783523135324e-05,3.964085386399223e-05
although,1,2,5.129783523135324e-05,3.964085386399223e-05
told,1,54,5.129783523135324e-05,0.0010703030543277902
baig,1,1,5.129783523135324e-05,1.9820426931996114e-05
face,1,30,5.129783523135324e-05,0.0005946128079598835
watch,1,34,5.129783523135324e-05,0.0006738945156878679
fr,1,13,5.129783523135324e-05,0.0002576655501159495
thanx,1,31,5.129783523135324e-05,0.0006144332348918796
everything,1,30,5.129783523135324e-05,0.0005946128079598835
touched,1,3,5.129783523135324e-05,5.946128079598835e-05
commercial,1,2,5.129783523135324e-05,3.964085386399223e-05
website,2,5,0.00010259567046270647,9.910213465998058e-05
slipper,1,3,5.129783523135324e-05,5.946128079598835e-05
asked,7,22,0.0003590848466194727,0.00043604939250391456
kallis,1,7,5.129783523135324e-05,0.0001387429885239728
bat,1,3,5.129783523135324e-05,5.946128079598835e-05
inning,1,3,5.129783523135324e-05,5.946128079598835e-05
didnt,1,30,5.129783523135324e-05,0.0005946128079598835
goodnight,1,8,5.129783523135324e-05,0.0001585634154559689
fix,1,6,5.129783523135324e-05,0.0001189225615919767
wake,1,26,5.129783523135324e-05,0.000515331100231899
dearly,1,3,5.129783523135324e-05,5.946128079598835e-05
sleep,1,59,5.129783523135324e-05,0.0011694051889877708
congratulation,12,3,0.0006155740227762388,5.946128079598835e-05
cd,13,2,0.000666871858007592,3.964085386399223e-05
voucher,36,2,0.0018467220683287165,3.964085386399223e-05
125gift,3,1,0.0001538935056940597,1.9820426931996114e-05
music,20,4,0.0010259567046270648,7.928170772798445e-05
tncs,6,1,0.0003077870113881194,1.9820426931996114e-05
www.ldew.com1win150ppmx3age16,4,1,0.00020519134092541295,1.9820426931996114e-05
ranjith,1,3,5.129783523135324e-05,5.946128079598835e-05
cal,2,6,0.00010259567046270647,0.0001189225615919767
drpd,1,2,5.129783523135324e-05,3.964085386399223e-05
deeraj,1,2,5.129783523135324e-05,3.964085386399223e-05
deepak,1,2,5.129783523135324e-05,3.964085386399223e-05
5min,1,3,5.129783523135324e-05,5.946128079598835e-05
hold,1,15,5.129783523135324e-05,0.00029730640397994173
bcums,1,4,5.129783523135324e-05,7.928170772798445e-05
angry,1,18,5.129783523135324e-05,0.0003567676847759301
wid,6,16,0.0003077870113881194,0.0003171268309119378
dnt,1,13,5.129783523135324e-05,0.0002576655501159495
childish,1,5,5.129783523135324e-05,9.910213465998058e-05
true,4,24,0.00020519134092541295,0.0004756902463679068
showing,1,7,5.129783523135324e-05,0.0001387429885239728
deep,1,10,5.129783523135324e-05,0.00019820426931996116
affection,1,5,5.129783523135324e-05,9.910213465998058e-05
care,6,69,0.0003077870113881194,0.001367609458307732
kettoda,1,4,5.129783523135324e-05,7.928170772798445e-05
manda,1,4,5.129783523135324e-05,7.928170772798445e-05
ups,1,1,5.129783523135324e-05,1.9820426931996114e-05
3days,1,1,5.129783523135324e-05,1.9820426931996114e-05
shipping,1,3,5.129783523135324e-05,5.946128079598835e-05
2wks,2,1,0.00010259567046270647,1.9820426931996114e-05
usps,1,1,5.129783523135324e-05,1.9820426931996114e-05
lag,1,2,5.129783523135324e-05,3.964085386399223e-05
bribe,1,1,5.129783523135324e-05,1.9820426931996114e-05
nipost,1,1,5.129783523135324e-05,1.9820426931996114e-05
lem,1,8,5.129783523135324e-05,0.0001585634154559689
necessarily,1,2,5.129783523135324e-05,3.964085386399223e-05
expect,1,4,5.129783523135324e-05,7.928170772798445e-05
headin,1,2,5.129783523135324e-05,3.964085386399223e-05
mmm,1,4,5.129783523135324e-05,7.928170772798445e-05
jolt,1,2,5.129783523135324e-05,3.964085386399223e-05
suzy,2,1,0.00010259567046270647,1.9820426931996114e-05
lover,3,9,0.0001538935056940597,0.00017838384238796505
video,30,3,0.0015389350569405972,5.946128079598835e-05
handset,6,1,0.0003077870113881194,1.9820426931996114e-05
anytime,12,5,0.0006155740227762388,9.910213465998058e-05
min,51,37,0.0026161895967990153,0.0007333557964838563
unlimited,10,5,0.0005129783523135324,9.910213465998058e-05
parked,1,3,5.129783523135324e-05,5.946128079598835e-05
mini,2,2,0.00010259567046270647,3.964085386399223e-05
shopping,9,23,0.0004616805170821791,0.00045586981943591064
disturb,1,9,5.129783523135324e-05,0.00017838384238796505
luton,1,1,5.129783523135324e-05,1.9820426931996114e-05
ring,6,16,0.0003077870113881194,0.0003171268309119378
h,1,5,5.129783523135324e-05,9.910213465998058e-05
horny,7,1,0.0003590848466194727,1.9820426931996114e-05
naked,1,7,5.129783523135324e-05,0.0001387429885239728
hot,15,8,0.0007694675284702986,0.0001585634154559689
unsubscribe,18,1,0.0009233610341643582,1.9820426931996114e-05
dint,1,6,5.129783523135324e-05,0.0001189225615919767
wana,1,11,5.129783523135324e-05,0.00021802469625195728
plan,1,43,5.129783523135324e-05,0.0008522783580758329
sometme,1,1,5.129783523135324e-05,1.9820426931996114e-05
club4mobiles.com,1,1,5.129783523135324e-05,1.9820426931996114e-05
choose,10,8,0.0005129783523135324,0.0001585634154559689
club,19,2,0.0009746588693957114,3.964085386399223e-05
87070,1,1,5.129783523135324e-05,1.9820426931996114e-05
150p/wk,1,1,5.129783523135324e-05,1.9820426931996114e-05
club4,1,1,5.129783523135324e-05,1.9820426931996114e-05
box1146,1,1,5.129783523135324e-05,1.9820426931996114e-05
mk45,2,1,0.00010259567046270647,1.9820426931996114e-05
2wt,2,1,0.00010259567046270647,1.9820426931996114e-05
evo,1,1,5.129783523135324e-05,1.9820426931996114e-05
flash,1,3,5.129783523135324e-05,5.946128079598835e-05
jealous,1,3,5.129783523135324e-05,5.946128079598835e-05
single,6,8,0.0003077870113881194,0.0001585634154559689
chart,3,1,0.0001538935056940597,1.9820426931996114e-05
quality,2,6,0.00010259567046270647,0.0001189225615919767
charge,12,14,0.0006155740227762388,0.0002774859770479456
sorting,1,3,5.129783523135324e-05,5.946128079598835e-05
narcotic,1,1,5.129783523135324e-05,1.9820426931996114e-05
ended,1,6,5.129783523135324e-05,0.0001189225615919767
sunny,1,6,5.129783523135324e-05,0.0001189225615919767
ray,1,5,5.129783523135324e-05,9.910213465998058e-05
leaf,1,10,5.129783523135324e-05,0.00019820426931996116
blue,1,13,5.129783523135324e-05,0.0002576655501159495
bay,1,4,5.129783523135324e-05,7.928170772798445e-05
hmv,10,1,0.0005129783523135324,1.9820426931996114e-05
genuine,3,1,0.0001538935056940597,1.9820426931996114e-05
www.100percent-real.com,3,1,0.0001538935056940597,1.9820426931996114e-05
might,1,34,5.129783523135324e-05,0.0006738945156878679
objection,1,1,5.129783523135324e-05,1.9820426931996114e-05
bf,1,5,5.129783523135324e-05,9.910213465998058e-05
rob,1,1,5.129783523135324e-05,1.9820426931996114e-05
mack,1,1,5.129783523135324e-05,1.9820426931996114e-05
gf,1,2,5.129783523135324e-05,3.964085386399223e-05
theater,1,1,5.129783523135324e-05,1.9820426931996114e-05
handed,1,3,5.129783523135324e-05,5.946128079598835e-05
celebration,1,3,5.129783523135324e-05,5.946128079598835e-05
full,1,21,5.129783523135324e-05,0.0004162289655719184
swing,1,12,5.129783523135324e-05,0.0002378451231839534
tool,1,2,5.129783523135324e-05,3.964085386399223e-05
definitely,2,6,0.00010259567046270647,0.0001189225615919767
.....,3,12,0.0001538935056940597,0.0002378451231839534
keep-in-touch,1,1,5.129783523135324e-05,1.9820426931996114e-05
gdeve,1,1,5.129783523135324e-05,1.9820426931996114e-05
far,1,16,5.129783523135324e-05,0.0003171268309119378
okie,1,19,5.129783523135324e-05,0.0003765881117079262
usual,1,10,5.129783523135324e-05,0.00019820426931996116
passed,1,4,5.129783523135324e-05,7.928170772798445e-05
ahold,1,1,5.129783523135324e-05,1.9820426931996114e-05
anybody,1,6,5.129783523135324e-05,0.0001189225615919767
throw,1,5,5.129783523135324e-05,9.910213465998058e-05
baby,3,31,0.0001538935056940597,0.0006144332348918796
cruisin,1,1,5.129783523135324e-05,1.9820426931996114e-05
fone,6,9,0.0003077870113881194,0.00017838384238796505
jenny,1,2,5.129783523135324e-05,3.964085386399223e-05
ge,1,9,5.129783523135324e-05,0.00017838384238796505
shall,1,31,5.129783523135324e-05,0.0006144332348918796
tonite.busy,1,1,5.129783523135324e-05,1.9820426931996114e-05
tonite.things,1,1,5.129783523135324e-05,1.9820426931996114e-05
ok.varunnathu,1,1,5.129783523135324e-05,1.9820426931996114e-05
edukkukayee,1,1,5.129783523135324e-05,1.9820426931996114e-05
raksha,1,1,5.129783523135324e-05,1.9820426931996114e-05
ollu.but,1,1,5.129783523135324e-05,1.9820426931996114e-05
sense,1,7,5.129783523135324e-05,0.0001387429885239728
gautham,1,3,5.129783523135324e-05,5.946128079598835e-05
stupid,1,10,5.129783523135324e-05,0.00019820426931996116
cam,3,2,0.0001538935056940597,3.964085386399223e-05
buzy,1,3,5.129783523135324e-05,5.946128079598835e-05
accidentally,1,4,5.129783523135324e-05,7.928170772798445e-05
resend,1,1,5.129783523135324e-05,1.9820426931996114e-05
t-mobile,3,1,0.0001538935056940597,1.9820426931996114e-05
phone,57,83,0.0029239766081871343,0.0016450954353556776
upgrade,3,1,0.0001538935056940597,1.9820426931996114e-05
sim,2,6,0.00010259567046270647,0.0001189225615919767
card,4,15,0.00020519134092541295,0.00029730640397994173
loyalty,7,1,0.0003590848466194727,1.9820426931996114e-05
3680.offer,1,1,5.129783523135324e-05,1.9820426931996114e-05
28thfeb.t,1,1,5.129783523135324e-05,1.9820426931996114e-05
unless,1,9,5.129783523135324e-05,0.00017838384238796505
gurl,1,1,5.129783523135324e-05,1.9820426931996114e-05
appropriate,1,1,5.129783523135324e-05,1.9820426931996114e-05
tease,1,3,5.129783523135324e-05,5.946128079598835e-05
cry,1,6,5.129783523135324e-05,0.0001189225615919767
die,1,12,5.129783523135324e-05,0.0002378451231839534
plz,1,25,5.129783523135324e-05,0.0004955106732999029
rose,2,8,0.00010259567046270647,0.0001585634154559689
grave,1,2,5.129783523135324e-05,3.964085386399223e-05
bslvyl,1,13,5.129783523135324e-05,0.0002576655501159495
somebody,3,9,0.0001538935056940597,0.00017838384238796505
high,4,4,0.00020519134092541295,7.928170772798445e-05
diesel,1,1,5.129783523135324e-05,1.9820426931996114e-05
shit,2,35,0.00010259567046270647,0.000693714942619864
shocking,1,2,5.129783523135324e-05,3.964085386399223e-05
scary,1,3,5.129783523135324e-05,5.946128079598835e-05
imagine,1,7,5.129783523135324e-05,0.0001387429885239728
def,1,4,5.129783523135324e-05,7.928170772798445e-05
somewhere,1,10,5.129783523135324e-05,0.00019820426931996116
crash,1,2,5.129783523135324e-05,3.964085386399223e-05
taxi,1,2,5.129783523135324e-05,3.964085386399223e-05
fridge,1,1,5.129783523135324e-05,1.9820426931996114e-05
meal,2,4,0.00010259567046270647,7.928170772798445e-05
womdarfull,1,1,5.129783523135324e-05,1.9820426931996114e-05
actor,1,2,5.129783523135324e-05,3.964085386399223e-05
blind,2,1,0.00010259567046270647,1.9820426931996114e-05
4u,4,5,0.00020519134092541295,9.910213465998058e-05
rodds1,1,1,5.129783523135324e-05,1.9820426931996114e-05
21/m,1,1,5.129783523135324e-05,1.9820426931996114e-05
aberdeen,1,1,5.129783523135324e-05,1.9820426931996114e-05
united,1,1,5.129783523135324e-05,1.9820426931996114e-05
kingdom,1,1,5.129783523135324e-05,1.9820426931996114e-05
//img,1,1,5.129783523135324e-05,1.9820426931996114e-05
ac/w/icmb3cktz8r7,1,1,5.129783523135324e-05,1.9820426931996114e-05
-4,1,1,5.129783523135324e-05,1.9820426931996114e-05
hide,1,3,5.129783523135324e-05,5.946128079598835e-05
remb,1,1,5.129783523135324e-05,1.9820426931996114e-05
book,6,20,0.0003077870113881194,0.00039640853863992233
jos,1,1,5.129783523135324e-05,1.9820426931996114e-05
friendship,1,23,5.129783523135324e-05,0.00045586981943591064
hanging,1,4,5.129783523135324e-05,7.928170772798445e-05
thread,1,2,5.129783523135324e-05,3.964085386399223e-05
themob,5,1,0.0002564891761567662,1.9820426931996114e-05
newest,3,1,0.0001538935056940597,1.9820426931996114e-05
selection,5,1,0.0002564891761567662,1.9820426931996114e-05
game,25,14,0.001282445880783831,0.0002774859770479456
tone,74,1,0.0037960398071201396,1.9820426931996114e-05
gossip,1,3,5.129783523135324e-05,5.946128079598835e-05
sport,7,3,0.0003590848466194727,5.946128079598835e-05
fit,1,3,5.129783523135324e-05,5.946128079598835e-05
funky,1,2,5.129783523135324e-05,3.964085386399223e-05
garage,1,3,5.129783523135324e-05,5.946128079598835e-05
key,2,6,0.00010259567046270647,0.0001189225615919767
bookshelf,1,1,5.129783523135324e-05,1.9820426931996114e-05
accept,1,9,5.129783523135324e-05,0.00017838384238796505
sister,1,18,5.129783523135324e-05,0.0003567676847759301
dear1,1,3,5.129783523135324e-05,5.946128079598835e-05
best1,1,3,5.129783523135324e-05,5.946128079598835e-05
clos1,1,3,5.129783523135324e-05,5.946128079598835e-05
lvblefrnd,1,3,5.129783523135324e-05,5.946128079598835e-05
jstfrnd,1,3,5.129783523135324e-05,5.946128079598835e-05
cutefrnd,1,3,5.129783523135324e-05,5.946128079598835e-05
lifpartnr,1,3,5.129783523135324e-05,5.946128079598835e-05
belovd,1,4,5.129783523135324e-05,7.928170772798445e-05
swtheart,1,3,5.129783523135324e-05,5.946128079598835e-05
bstfrnd,1,3,5.129783523135324e-05,5.946128079598835e-05
enemy,1,5,5.129783523135324e-05,9.910213465998058e-05
smart,2,3,0.00010259567046270647,5.946128079598835e-05
£200,9,1,0.0004616805170821791,1.9820426931996114e-05
weekly,24,1,0.0012311480455524776,1.9820426931996114e-05
winnersclub,1,1,5.129783523135324e-05,1.9820426931996114e-05
84,1,1,5.129783523135324e-05,1.9820426931996114e-05
m26,3,1,0.0001538935056940597,1.9820426931996114e-05
3uz,3,1,0.0001538935056940597,1.9820426931996114e-05
gbp1.50/week,1,1,5.129783523135324e-05,1.9820426931996114e-05
2day,5,4,0.0002564891761567662,7.928170772798445e-05
normal,2,8,0.00010259567046270647,0.0001585634154559689
rest,1,11,5.129783523135324e-05,0.00021802469625195728
mylife,1,1,5.129783523135324e-05,1.9820426931996114e-05
wot,2,24,0.00010259567046270647,0.0004756902463679068
lost,3,11,0.0001538935056940597,0.00021802469625195728
made,2,30,0.00010259567046270647,0.0005946128079598835
k.k,1,6,5.129783523135324e-05,0.0001189225615919767
advance,1,7,5.129783523135324e-05,0.0001387429885239728
pongal,1,5,5.129783523135324e-05,9.910213465998058e-05
kb,1,7,5.129783523135324e-05,0.0001387429885239728
power,1,8,5.129783523135324e-05,0.0001585634154559689
